Catalog #,Class 2,Class 3,Class 4,Obj Des Details:Obj Name,Material,Common Name,Quantity,Collector,Locality,Ctry-Cont-Ocean,State-Prov-Sea,Cty-Bay-Parish,St Site No,Site Info:Site Name,Map Qd-Scl:Map-Quad,Remarks
000061171.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,198.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061172.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,101.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"98 chert, 3 jasper"
000061173.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061174.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake - scraper
000061175.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061176.0000,PREHISTORIC,MINERAL,STONE,tool,chert,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061177.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,possibly utilized
000061178.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,10.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,chips
000061179.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061180.0000,PREHISTORIC,MINERAL,STONE,scraper,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,small scraper
000061181.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061182.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061183.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061184.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061185.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061186.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061187.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061188.0000,PREHISTORIC,MINERAL,STONE,fragment,steatite,steatite,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,soapstone fragment - steatite
000061189.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,reworked point
000061190.0000,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061191.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061192.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061193.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061194.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061195.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061196.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,18.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061197.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061198.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,14.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,chips
000061199.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,9.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,chips
000061200.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,12.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,flakes and chips
000061201.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061202.0000,PREHISTORIC,MINERAL,STONE,mixed items,mixed lithic,mixed items,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"2 chert flakes, 1 partial groundstone tool; from rock pile"
000061203.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,12.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061204.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061205.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,63.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"62 chert, 1 jasper"
000061206.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061207.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061208.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061209.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061210.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,triangle point
000061211.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061212.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061213.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061214.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061215.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061216.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061217.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,385.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"includes chert, jasper, and quartz (?)"
000061218.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061219.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061220.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061221.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061222.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061223.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061224.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061225.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,311.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"299 chert, 12 jasper"
000061226.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061227.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061228.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,111.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061229.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061230.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061231.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,fragment,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061232.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061233.0000,PREHISTORIC,MINERAL,STONE,rock,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,poor quality
000061234.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061235.0000,PREHISTORIC,MINERAL,STONE,tool,sandstone,sandstone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,possible tool
000061236.0000,PREHISTORIC,MINERAL,STONE,axe,quartzite,quartzite,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,partial axe; from rock pile
000061237.0000,PREHISTORIC,MINERAL,STONE,hammerstone,quartzite,quartzite,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,from rock pile
000061238.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,24.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061239.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,98.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061240.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061241.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,partial point
000061242.0000,PREHISTORIC,MINERAL,STONE,chunk,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061243.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,7.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"4 quartzite, 3 chert"
000061244.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061245.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061246.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,Hardaway point
000061247.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,14.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061248.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,Bifurcated point; Lake Erie?; Fox Valley?
000061249.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061250.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061251.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061252.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,56.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"54 chert, 2 jasper"
000061253.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,9.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,possible bone fragments
000061254.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061255.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,138.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"133 chert, 5 jasper"
000061256.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061257.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,156.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"151 chert, 4 jasper, 1 quartz"
000061258.0000,PREHISTORIC,MINERAL,STONE,chunk,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061259.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061260.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061261.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,possible tool
000061262.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,157.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"149 chert, 8 jasper"
000061263.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,tip of projectile point
000061264.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061265.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061266.0000,PREHISTORIC,MINERAL,STONE,undetermined,undetermined,undetermined,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,2 unidentified pieces; from rock pile
000061267.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,14.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"13 chert, 1 jasper"
000061268.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,52.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"49 chert, 3 jasper"
000061269.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061270.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,19.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"16 chert, 3 jasper"
000061271.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,84.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"76 chert, 8 jasper"
000061272.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061273.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,74.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"68 chert, 6 jasper"
000061274.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061275.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061276.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061277.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061278.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061279.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061280.0000,PREHISTORIC,MINERAL,STONE,projectile point,jasper,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,partial jasper point
000061281.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061282.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,43.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"42 chert, 1 slate"
000061283.0000,PREHISTORIC,MINERAL,STONE,tool,rhyolite,rhyolite,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061284.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061285.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061286.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061287.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,143.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"133 chert, 8 jasper, 2 quartz"
000061288.0000,PREHISTORIC,MINERAL,STONE,scraper,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,tool (scraper)
000061289.0000,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,point base
000061290.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061291.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,110.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"105 chert, 5 jasper"
000061292.0000,PREHISTORIC,MINERAL,STONE,scraper,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061293.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061294.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061295.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,19.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061296.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,broken point
000061297.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"in W1, lying directly on top of W2?"
000061298.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061299.0000,PREHISTORIC,MINERAL,STONE,scraper,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061300.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,38.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"37 chert, 1 jasper"
000061301.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,78.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"75 chert, 3 jasper"
000061302.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061303.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,90.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"88 chert, 2 jasper"
000061304.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061305.0000,PREHISTORIC,ANIMAL,OTHER ANIMAL MATERIALS,tooth,undetermined,tooth,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,fragile
000061306.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061307.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,46.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061308.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,200.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061309.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061310.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,28.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061311.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,94.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061312.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061313.0000,PREHISTORIC,MINERAL,STONE,drill,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061314.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061315.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061316.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061317.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061318.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,46.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061319.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061320.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061321.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061322.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,95.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"91 chert, 3 jasper, 1 quartz"
000061323.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061324.0000,PREHISTORIC,VEGETAL,WOOD,charcoal,charcoal,charcoal,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061325.0000,PREHISTORIC,MINERAL,STONE,tool,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061326.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061327.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061328.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"2 pieces pottery, glued together?"
000061329.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,96.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"94 chert, 2 jasper"
000061330.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061331.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061332.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061333.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,6.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061334.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,72.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"70 chert, 1 jasper, 1 quartz"
000061335.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061336.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,flake,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061337.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061338.0000,PREHISTORIC,MINERAL,STONE,rock,undetermined,rock,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061339.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061340.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061341.0000,PREHISTORIC,MINERAL,STONE,miscellaneous,lithic,miscellaneous,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,concretion
000061342.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,7.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061343.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061344.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061345.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061346.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061347.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061348.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061349.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,62.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"58 chert, 4 jasper"
000061350.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061351.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
