Catalog #,Class 2,Class 3,Class 4,Obj Des Details:Obj Name,Material,Common Name,Quantity,Collector,Locality,Ctry-Cont-Ocean,State-Prov-Sea,Cty-Bay-Parish,St Site No,Site Info:Site Name,Map Qd-Scl:Map-Quad,Remarks
000067789.0000,PREHISTORIC,ANIMAL,BONE,left radius,bone,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067790.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned
000067791.0000,PREHISTORIC,ANIMAL,BONE,phalange,bone,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067792.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,13.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined
000067793.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned
000067794.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,16.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined
000067795.0000,PREHISTORIC,ANIMAL,BONE,left ulna,bone,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067796.0000,PREHISTORIC,ANIMAL,BONE,non-long bone,bone,,10.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067797.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,30.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067798.0000,PREHISTORIC,ANIMAL,BONE,metapodial,bone,white-tailed deer,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067799.0000,PREHISTORIC,ANIMAL,BONE,unidentified,tooth,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067800.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. turtle
000067801.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067802.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. bird
000067803.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,57.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067804.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,29.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,from 18 liters; flotation; heavy fraction
000067805.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067806.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined
000067807.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,16.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067808.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067809.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067810.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,8.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; cf. large mammal; from 100 liters soil; water screen
000067811.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,bone; 100 liters soil; water screen
000067812.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. turtle; from 100 liters soil; water screen
000067813.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,from 100 liters soil; water screen
000067814.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; calcined; from 100 liters soil; water screen
000067815.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,13.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; from 100 liters soil; water screen
000067816.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned; from 100 liters soil; water screen
000067817.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,73.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined; from 100 liters soil; water screen
000067818.0000,PREHISTORIC,ANIMAL,BONE,metapodial,bone,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,from 100 liters soil; water screen
000067819.0000,PREHISTORIC,ANIMAL,BONE,tibia,bone,white-tailed deer,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,from 100 liters soil; water screen
000067820.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,7.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; cf. medium mammal; from 100 liters soil; water screen
000067821.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. bird
000067822.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,21.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067823.0000,PREHISTORIC,ANIMAL,BONE,unidentified,tooth,white-tailed deer,20.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067824.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,11.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; from 17 liters; heavy fraction
000067825.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned; from 17 liters; heavy fraction
000067826.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,14.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; from 17 liters; heavy fraction
000067827.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. turtle; from 17 liters; heavy fraction
000067828.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,12.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined; from 17 liters; heavy fraction
000067829.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. small mammal; calcined
000067830.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067831.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,20.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined
000067832.0000,PREHISTORIC,ANIMAL,BONE,unidentified,tooth,,7.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067833.0000,PREHISTORIC,ANIMAL,BONE,phalange,bone,white-tailed deer,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,distal
000067834.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,11.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067835.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067836.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned
000067837.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,19.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067838.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067839.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,13.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067840.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,36.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067841.0000,PREHISTORIC,ANIMAL,BONE,maxillary fragment,bone,opossum,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,D. (marsupialis?)
000067842.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,50.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,calcined
000067843.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067844.0000,PREHISTORIC,ANIMAL,BONE,long bone,bone,,98.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate; cf. medium mammal
000067845.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067846.0000,PREHISTORIC,ANIMAL,BONE,skull fragment,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. medium mammal
000067847.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067848.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,25.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned
000067849.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,37.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067850.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. small mammal
000067851.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned
000067852.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,48.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. bird
000067853.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,raccoon,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067854.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,10.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067855.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,15.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. Didelphis or Procyon?
000067856.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. fish
000067857.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,cf. fish
000067858.0000,PREHISTORIC,ANIMAL,BONE,left carpometacarpus,bone,turkey,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,modified
000067859.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067860.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,tooth or claw?
000067861.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,24.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067862.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067863.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067864.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,66.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,indeterminate
000067865.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,white-tailed deer,14.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,
000067866.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,15.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0300,,Front Royal,burned
